,Mx,My,Mz,Fx,Fy,Fz,EQV1
330,2514.558419,6532.422404,3746.340264,564.1254933,532.2223808,-1246.225098,21.7
331,438.2196921,-2038.180894,5456.789387,570.1706173,733.257059,,93.5
332,-1655.142953,4249.112943,-202.6402503,-260.8166575,497.9047918,,20.6
333,-324.2484178,361.3321622,1500.978763,-295.0387476,655.4092417,-1214.126138,41.4
334,1528.809908,-606.5071899,6186.625384,230.194407,621.1107933,-864.6853405,103.1
335,30.13484697,2819.799498,-2560.670306,15.46479913,752.1183189,-1201.749648,24.6
336,2746.570818,-3337.950402,-1745.221023,-5.853081788,792.9055986,-1409.774833,96.6
337,1813.860382,5624.258571,-7264.417904,631.4659213,482.2593943,-1146.441423,68.4
338,1829.820449,4511.689028,-3149.623713,335.5969286,580.0197023,-1442.36156,12.3
339,-2224.02003,9030.006191,818.1672638,773.1206729,704.6388999,-771.0011366,95.8
340,-606.0745794,-1792.183183,-3398.39911,-292.9821551,-445.1816245,,67.7
341,-1215.687873,-1957.755798,-5980.406144,896.7306266,-297.4524146,,55.9
342,-240.6948157,8383.420438,4820.472544,407.724352,527.4059111,,14.8
343,3358.096569,9065.825285,3599.066206,558.2706056,-87.96502574,,53.7
344,-563.3710553,-2178.257904,717.7001975,535.353734,-108.6248615,,90.5
345,-1471.199539,5935.649346,-6754.855066,-75.1631716,7.57824258,,63.6
346,2379.00254,4376.13014,-8825.29873,780.544851,-167.7860874,,17.2
347,468.1692973,7648.421399,-864.5209472,-344.2702256,-332.8523789,-1100.417043,22.9
348,2712.691213,-6589.695148,8259.39321,186.0744204,-354.8119133,,277.6
349,13.97465767,3338.766028,7146.26739,99.66611677,-218.6525932,,91.6
350,2914.275952,6451.132903,-4337.930188,256.7999712,100.5704589,,11.0
351,1808.451338,-4887.316232,5160.376015,585.8772894,443.2426441,,192.6
352,3864.437813,2810.844779,7414.229706,508.5895945,91.48983004,,170.2
353,3153.829399,-5698.942178,-2018.646188,-102.9174171,-399.5624879,-2023.382316,196.1
354,-1345.679106,-6133.730586,2735.442455,-177.4102823,150.012899,-2398.229215,186.3
355,-2086.45775,-7547.474354,6434.9275,-136.4394107,-56.42641463,-1252.235279,183.2
356,2621.810073,-4046.780437,-5285.125382,19.30907796,463.8387667,-1123.248714,73.4
357,716.9269649,4884.511121,2463.132133,855.6315883,-253.19616,,67.4
358,1937.337647,-84.2469006,-1106.854381,-388.5633588,223.0441906,,79.4
359,-1734.908856,2344.785517,-7595.194606,377.7746819,-509.358491,,22.4
360,808.7738361,1833.595916,-2476.470792,-448.8692012,397.7054098,-1307.353788,18.6
361,1213.424287,-4249.919072,-3424.513619,-18.75900207,372.9859476,,130.4
362,1080.090209,-3178.847878,167.3193583,134.0208214,323.2234768,-1532.876941,113.5
363,-109.9651638,8906.911406,-5070.587428,-233.3296152,42.64448341,,56.0
364,-1449.03529,-332.2236606,3028.478866,601.5255901,-347.6050712,-1660.649906,105.0
365,351.6018956,5305.121007,1555.833075,686.3820504,187.0394561,,50.8
366,2217.9037,942.7838015,-8309.755404,435.7946431,290.8497699,,17.1
367,3661.451833,964.0673313,-7798.711385,217.7880829,-25.07874808,,35.7
368,-962.2004326,-1036.944914,5696.896627,328.627862,273.2970756,,144.5
369,1504.281332,6906.40085,-249.5310251,624.645388,-533.7621341,,17.1
370,3749.889421,6606.241822,-6257.588612,614.448653,-503.9333312,,79.2
371,2908.019309,-2245.35747,515.3187025,-182.3051387,113.2807712,-932.7434024,109.8
372,-46.83333358,4523.315806,5786.687756,-369.5902761,235.7194049,,29.4
373,1557.516432,4301.042333,3699.002334,704.189519,-109.1606824,,41.6
374,1692.341639,1722.98929,2265.978518,197.482187,74.32731789,,68.5
375,-942.8459927,-2744.608286,-9064.288813,296.3074794,248.5008718,-830.546554,29.5
376,2687.938542,-6170.067202,-2221.347119,818.5400259,464.2682508,,118.1
377,-554.7972861,5288.548536,8423.997273,128.5566343,179.2946764,-960.9856773,48.6
378,3109.033812,-7007.168321,1513.497378,158.8275836,-146.6646954,-673.5163848,173.6
379,3396.200244,-928.5355768,841.116676,719.9149279,531.402661,,67.9
380,271.5099956,-491.8573601,3834.263006,337.1513032,-294.9754805,,81.5
381,2506.179574,7335.115704,7776.279583,-349.0965477,-552.5706549,-520.8276732,25.9
382,-1561.97622,3200.574763,-8482.8986,247.4953248,394.4718592,-498.7443442,113.0
383,558.9266664,3551.883703,-7099.136456,911.5698897,-444.7271756,,32.7
384,-1069.097415,8353.594894,-466.569365,351.4248362,-251.1542482,-841.6735611,53.4
385,-1354.313317,808.7389508,-6523.219062,-28.08173479,-330.0679137,,36.3
386,-2247.042297,1373.091508,-4401.298841,870.0466175,-215.0857766,-650.2743125,37.5
387,-730.2831575,5802.235961,4855.554779,22.48738917,325.5949588,,13.2
388,599.7637353,-1594.383465,6173.884162,86.87542405,354.1010784,-774.2601445,109.5
389,-425.9017233,-4438.40417,-5619.734029,548.1162871,-486.2637863,-709.066867,55.6
390,906.4960795,-3336.931257,4252.4007,-72.43529728,431.2793888,,114.3
391,3504.72593,-7180.466367,2569.551469,-224.1809199,6.766061507,,192.1
392,1928.013696,-5394.38716,-1417.268724,-147.9772722,-70.10453178,-763.4994398,118.4
393,2176.414086,-5244.887566,7108.852072,411.430078,132.5211345,,178.5
394,2431.334576,6947.339064,-3043.002805,505.1709356,289.8730432,,43.1
395,-1930.330507,2420.507801,-4628.791369,-125.6793107,51.75887081,,62.2
396,1140.683063,9354.797307,-8097.031004,-307.9731935,-376.3911148,,105.4
397,1330.671273,56.46266226,-3987.991471,611.4551989,-24.0081568,,17.4
398,124.4026752,-4034.131003,-2790.055049,-419.7571942,-180.2474158,-730.2589768,72.6
399,-1769.657707,8737.655179,-231.1618006,794.0661123,-279.1798436,-736.9888046,66.9
